Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Bmi_Category,dutration_min,calories_per_min,workout_intensity
33,Male,106.5,1.6,183,152,74,1.4,1170,Strength,27.3,3.3,4,2,41.6,Overweight,84,13.92857143,High
19,Male,95.1,1.85,190,143,50,1.21,952,Yoga,25.3,2.3,4,2,27.79,Obese,72.6,13.11294766,High
45,Female,65.5,1.57,192,133,59,0.66,395,Cardio,34.3,2.3,2,1,26.57,Obese,39.6,9.974747475,Medium
49,Male,105.7,1.64,198,155,59,1.2,921,Cardio,29.5,3.1,3,2,39.3,Overweight,72,12.79166667,High
44,Female,48,1.76,189,124,52,0.88,491,Yoga,28.6,2.6,2,1,15.5,Underweight,52.8,9.299242424,Medium
37,Female,69.5,1.5,196,130,66,0.69,448,Cardio,32.8,2.4,2,1,30.89,Overweight,41.4,10.82125604,Medium
41,Male,66.1,1.69,187,143,68,0.77,545,Yoga,27.4,3.4,2,1,23.14,Normal,46.2,11.7965368,Medium
29,Male,68,1.7,190,150,60,0.76,627,HIIT,28.9,2.9,2,1,23.53,Normal,45.6,13.75,Medium
52,Male,50.3,1.78,170,132,67,0.85,555,HIIT,24.5,2.3,2,1,15.88,Underweight,51,10.88235294,Medium
50,Female,69.3,1.68,182,135,51,1.2,729,HIIT,30.3,2,2,1,24.55,Normal,72,10.125,High
50,Male,86.7,1.63,161,143,58,1.7,1203,Cardio,12.1,3.5,4,3,32.63,Overweight,102,11.79411765,High
54,Male,125.9,1.94,199,132,73,1.35,882,Strength,28.5,2.9,3,2,33.45,Overweight,81,10.88888889,High
29,Male,88.1,1.93,186,143,66,1.88,1479,Cardio,11.1,3.5,5,3,23.65,Normal,112.8,13.11170213,High
20,Male,124.3,1.82,194,145,63,1.25,997,Cardio,22.4,3.2,3,2,37.53,Overweight,75,13.29333333,High
18,Male,62,1.85,161,121,53,0.88,586,Strength,23.7,3,3,1,18.12,Underweight,52.8,11.09848485,Medium
50,Female,69.7,1.72,198,135,66,1.24,753,Strength,27.3,2,4,2,23.56,Normal,74.4,10.12096774,High
57,Female,60.9,1.52,196,157,66,1.31,926,Strength,30.6,1.8,3,2,26.36,Obese,78.6,11.78117048,High
27,Male,76.5,1.97,180,165,61,1.13,1025,Strength,21.3,2.3,2,1,19.71,Normal,67.8,15.1179941,High
46,Male,94.7,1.82,164,120,69,1.47,873,Cardio,23.2,3.2,3,2,28.59,Obese,88.2,9.897959184,High
30,Male,67.9,1.75,180,168,67,1.25,1155,Yoga,29.1,3.1,2,1,22.17,Normal,75,15.4,High
29,Male,121.1,1.87,188,130,52,1.31,937,HIIT,24.1,3.2,4,2,34.63,Overweight,78.6,11.92111959,High
48,Female,71.5,1.64,179,154,60,1.46,1012,Yoga,32.5,1.9,4,2,26.58,Obese,87.6,11.55251142,High
19,Male,98.6,1.7,197,162,74,0.83,740,Cardio,21.1,2.4,2,1,34.12,Overweight,49.8,14.85943775,Medium
52,Female,68.2,1.63,179,148,67,1.17,779,Strength,27.5,2.4,3,1,25.67,Obese,70.2,11.0968661,High
40,Female,57.7,1.69,184,156,53,1.18,920,HIIT,33.1,2.4,4,2,20.2,Normal,70.8,12.99435028,High
34,Male,124.6,1.63,161,136,66,1.41,1055,HIIT,27.6,2.8,3,2,46.9,Overweight,84.6,12.47044917,High
43,Female,73,1.59,191,158,67,1.31,931,Yoga,28.9,2.2,3,1,28.88,Obese,78.6,11.84478372,High
25,Female,59.4,1.51,185,161,54,1.62,1304,Cardio,19.8,2.7,5,3,26.05,Obese,97.2,13.41563786,High
46,Female,52,1.65,165,147,63,0.7,463,Cardio,34.1,1.9,2,1,19.1,Normal,42,11.02380952,Medium
43,Female,42.2,1.65,162,148,59,1.33,886,Cardio,34.6,2.3,3,2,15.5,Underweight,79.8,11.10275689,High
27,Male,89.3,1.64,192,162,64,1.82,1622,HIIT,12.1,3.5,4,3,33.2,Overweight,109.2,14.85347985,High
43,Male,110,1.76,160,122,50,1.09,658,Yoga,22,3.4,3,1,35.51,Overweight,65.4,10.06116208,High
51,Female,66.2,1.58,164,129,65,0.86,499,HIIT,31.3,2.3,3,1,26.52,Obese,51.6,9.670542636,Medium
58,Male,58.6,1.66,172,161,60,1.21,964,HIIT,26.8,2.9,2,1,21.27,Normal,72.6,13.27823691,High
24,Male,51,1.67,178,133,72,0.97,710,Strength,21.3,2.8,3,1,18.29,Underweight,58.2,12.19931271,Medium
21,Male,101.5,1.95,171,131,69,0.97,699,Yoga,27.9,3.1,3,1,26.69,Obese,58.2,12.01030928,Medium
28,Male,114.2,1.87,184,166,55,1.05,959,Strength,20.2,3.2,3,2,32.66,Overweight,63,15.22222222,High
46,Male,54.4,1.72,194,161,73,0.91,725,Cardio,24.8,2.9,2,1,18.39,Underweight,54.6,13.27838828,Medium
53,Female,52.4,1.57,171,149,71,1.34,898,HIIT,28.3,2.2,3,2,21.26,Normal,80.4,11.16915423,High
42,Male,85.2,1.81,189,151,65,1.54,1151,Yoga,13.7,3.5,5,3,26.01,Obese,92.4,12.45670996,High
38,Male,83.6,1.74,164,151,51,1.66,1379,Cardio,11.6,3.5,5,3,27.61,Obese,99.6,13.84538153,High
53,Male,115.4,1.92,193,161,50,1.36,1084,Yoga,28.3,2.2,4,2,31.3,Overweight,81.6,13.28431373,High
27,Male,71.2,1.97,181,151,73,0.74,615,HIIT,25.9,3.6,3,1,18.35,Underweight,44.4,13.85135135,Medium
54,Female,78.1,1.6,198,145,73,1.1,718,Yoga,32.9,2.4,4,2,30.51,Overweight,66,10.87878788,High
26,Female,54.2,1.65,172,120,58,1.07,642,Cardio,34.9,1.9,4,2,19.91,Normal,64.2,10,High
41,Female,77.6,1.76,162,161,71,1.27,920,Strength,31.8,2.2,4,2,25.05,Obese,76.2,12.07349081,High
52,Female,44.1,1.62,179,121,61,1.41,768,HIIT,34.8,1.6,3,1,16.8,Underweight,84.6,9.078014184,High
52,Male,85.5,1.8,190,136,66,1.7,1144,Strength,10.1,3.5,5,3,26.39,Obese,102,11.21568627,High
53,Female,47.8,1.76,164,149,74,1.06,711,HIIT,28.4,1.5,4,2,15.43,Underweight,63.6,11.17924528,High
35,Male,102.5,1.94,183,158,64,0.84,730,Cardio,21.1,2.4,2,1,27.23,Obese,50.4,14.48412698,Medium
56,Male,118,1.9,199,126,68,0.66,412,HIIT,22.6,3.2,2,1,32.69,Overweight,39.6,10.4040404,Medium
49,Male,82.3,1.84,192,146,71,1.29,932,Strength,28.4,3.4,4,2,24.31,Normal,77.4,12.04134367,High
41,Male,81.6,1.87,167,128,59,1.87,1185,HIIT,10.2,3.5,5,3,23.33,Normal,112.2,10.56149733,High
40,Male,60.2,1.88,183,141,61,1.22,946,Cardio,25.2,3,3,2,17.03,Underweight,73.2,12.92349727,High
49,Female,49.2,1.54,179,153,63,1.28,881,HIIT,30.7,2.1,3,2,20.75,Normal,76.8,11.47135417,High
54,Female,46.6,1.5,175,165,58,1.38,1025,Strength,30.6,2,2,1,20.71,Normal,82.8,12.37922705,High
29,Female,68.7,1.72,171,168,62,1.08,907,Cardio,29.8,1.7,4,2,23.22,Normal,64.8,13.99691358,High
30,Female,60.6,1.55,172,120,52,1.3,780,Strength,32.9,1.6,3,2,25.22,Obese,78,10,High
40,Male,52.1,1.61,198,128,70,0.87,612,HIIT,21.3,3.3,2,1,20.1,Normal,52.2,11.72413793,Medium
42,Female,46.6,1.77,184,139,63,0.61,382,Yoga,28.1,2.6,2,1,14.87,Underweight,36.6,10.43715847,Medium
52,Male,65.5,1.74,191,138,70,1.48,1011,Strength,26.2,2.8,4,2,21.63,Normal,88.8,11.38513514,High
58,Female,44.2,1.57,183,155,59,1.08,753,HIIT,31.9,2.3,3,1,17.93,Underweight,64.8,11.62037037,High
47,Male,89.1,1.84,168,159,65,1.44,1133,Yoga,24,3.6,3,2,26.32,Obese,86.4,13.11342593,High
34,Male,65.9,1.62,199,164,56,0.81,731,Yoga,28.8,2.2,2,1,25.11,Obese,48.6,15.04115226,Medium
37,Female,55.6,1.57,182,123,53,0.97,597,Cardio,29.2,2.4,2,1,22.56,Normal,58.2,10.25773196,Medium
42,Male,63.7,1.98,172,128,69,1.37,868,Yoga,24,3,2,1,16.25,Underweight,82.2,10.55961071,High
39,Male,86.2,1.82,191,160,72,1.96,1725,Strength,10.2,3.5,5,3,26.02,Obese,117.6,14.66836735,High
30,Female,59.2,1.63,174,141,74,1.85,1304,Strength,17.8,2.7,4,3,22.28,Normal,111,11.74774775,High
36,Male,85.4,1.88,195,137,60,1.98,1492,Yoga,13.5,3.5,5,3,24.16,Normal,118.8,12.55892256,High
53,Female,68.1,1.55,164,131,65,1.41,831,HIIT,26.1,2.2,4,2,28.35,Obese,84.6,9.822695035,High
29,Female,60,1.62,181,161,69,0.85,684,Strength,28.1,1.9,2,1,22.86,Normal,51,13.41176471,Medium
58,Female,74.8,1.69,175,162,53,1.28,933,Strength,32.8,2.3,4,2,26.19,Obese,76.8,12.1484375,High
36,Male,90.3,1.65,169,158,71,1.38,1199,Cardio,23.7,3.4,4,2,33.17,Overweight,82.8,14.48067633,High
29,Male,86.1,1.65,183,128,71,1.66,1169,HIIT,11.2,3.5,4,3,31.63,Overweight,99.6,11.73694779,High
26,Male,73.7,1.66,177,125,72,0.93,639,Yoga,26.7,2.2,2,1,26.75,Obese,55.8,11.4516129,Medium
24,Female,67.7,1.56,177,138,66,1.42,980,HIIT,27,2.1,3,2,27.82,Obese,85.2,11.50234742,High
45,Male,78.3,1.96,166,167,62,1.29,1066,Cardio,29,2.2,3,1,20.38,Normal,77.4,13.77260982,High
31,Female,48.2,1.65,163,166,60,1.1,913,Cardio,26.1,2.5,2,1,17.7,Underweight,66,13.83333333,High
48,Female,56.8,1.51,185,126,52,1.37,777,HIIT,32.1,2.1,4,2,24.91,Normal,82.2,9.452554745,High
36,Male,112.4,1.63,164,135,58,1.02,757,Cardio,25,3.4,4,2,42.3,Overweight,61.2,12.36928105,High
33,Female,59,1.67,175,124,55,0.9,558,Cardio,33.7,1.9,3,1,21.16,Normal,54,10.33333333,Medium
22,Male,98.4,1.88,194,135,71,0.52,386,Cardio,21.3,2.2,2,1,27.84,Obese,31.2,12.37179487,Medium
52,Male,66.5,1.6,185,120,70,1.34,796,HIIT,26.8,2.1,4,2,25.98,Obese,80.4,9.900497512,High
29,Male,106.5,1.81,177,156,60,1.29,1107,Cardio,25.7,2.5,4,2,32.51,Overweight,77.4,14.30232558,High
42,Male,88.4,1.93,188,158,65,1.68,1314,Yoga,12.4,3.5,4,3,23.73,Normal,100.8,13.03571429,High
38,Male,88.4,1.79,182,138,68,1.74,1321,Yoga,12.5,3.5,5,3,27.59,Obese,104.4,12.6532567,High
53,Female,53.3,1.74,173,156,54,1.37,962,Strength,32.2,1.8,3,2,17.6,Underweight,82.2,11.70316302,High
40,Female,58.1,1.56,174,136,63,0.61,415,Yoga,34.4,2.2,2,1,23.87,Normal,36.6,11.33879781,Medium
33,Female,74.2,1.76,192,145,66,1.15,834,Strength,25.9,1.5,4,2,23.95,Normal,69,12.08695652,High
56,Male,84.6,1.63,184,141,52,1.01,705,HIIT,20.2,2.9,4,2,31.84,Overweight,60.6,11.63366337,High
59,Male,78,1.92,180,127,53,0.72,453,Cardio,28.1,2.7,3,1,21.16,Normal,43.2,10.48611111,Medium
56,Male,89,1.68,176,152,65,1.77,1332,Yoga,10.5,3.5,5,3,31.53,Overweight,106.2,12.54237288,High
31,Female,42.7,1.76,182,121,65,1.46,883,Strength,34.9,2.2,3,1,13.78,Underweight,87.6,10.07990868,High
48,Male,83.9,1.82,176,149,70,1.9,1401,HIIT,13.1,3.5,5,3,25.33,Obese,114,12.28947368,High
22,Female,78.7,1.52,173,166,74,1.45,1204,Strength,31.5,2.3,3,2,34.06,Overweight,87,13.83908046,High
52,Female,65.9,1.52,188,139,53,1.27,794,Cardio,27,2.3,4,2,28.52,Obese,76.2,10.41994751,High
40,Male,76.9,1.92,179,137,68,1.13,851,Yoga,22.4,3.7,4,2,20.86,Normal,67.8,12.55162242,High
46,Male,84.3,2,189,162,66,1.83,1467,HIIT,13.3,3.5,5,3,21.07,Normal,109.8,13.36065574,High
28,Female,62.4,1.6,178,129,62,1.1,710,Strength,34.1,1.7,3,2,24.37,Normal,66,10.75757576,High
35,Male,63.7,1.74,198,143,71,1.03,810,HIIT,29.8,2.7,4,2,21.04,Normal,61.8,13.10679612,High
29,Female,54.9,1.52,172,123,72,1.48,910,Strength,27,2,3,1,23.76,Normal,88.8,10.24774775,High
26,Male,76.4,1.79,177,156,73,1.17,1004,Strength,21.3,2.7,3,2,23.84,Normal,70.2,14.3019943,High
27,Male,106.4,1.86,182,123,50,1.34,907,Cardio,20.6,3.1,2,1,30.76,Overweight,80.4,11.28109453,High
34,Female,68.4,1.5,192,132,61,1.37,904,Cardio,33.7,2.1,4,2,30.4,Overweight,82.2,10.99756691,High
55,Male,63.5,1.86,198,144,53,1.36,969,Strength,22.9,2.9,4,2,18.35,Underweight,81.6,11.875,High
24,Female,59.4,1.5,199,132,60,1.25,825,Yoga,25,2,3,2,26.4,Obese,75,11,High
30,Male,113.4,1.91,177,137,54,1.27,957,HIIT,22.2,3.7,3,1,31.08,Overweight,76.2,12.55905512,High
57,Female,61.9,1.52,168,143,51,0.92,592,HIIT,28.4,2.6,3,1,26.79,Obese,55.2,10.72463768,Medium
59,Female,70.7,1.68,192,121,66,1.17,637,Cardio,34.9,1.9,3,2,25.05,Obese,70.2,9.074074074,High
26,Male,111.5,1.9,191,167,57,1.02,937,Yoga,25.2,2.2,2,1,30.89,Overweight,61.2,15.31045752,High
44,Female,72.1,1.66,176,152,55,1.4,958,Strength,27,2.5,2,1,26.16,Obese,84,11.4047619,High
19,Male,56.9,1.87,178,138,70,0.61,463,Cardio,23.3,3.7,3,1,16.27,Underweight,36.6,12.65027322,Medium
22,Male,86.2,1.9,186,128,58,1.91,1345,Strength,11.7,3.5,5,3,23.88,Normal,114.6,11.73647469,High
46,Male,59.4,1.68,165,147,62,1.16,844,Strength,20.2,2.5,4,2,21.05,Normal,69.6,12.12643678,High
54,Female,75.6,1.72,194,154,60,0.97,672,Cardio,26.4,1.9,3,1,25.55,Obese,58.2,11.54639175,Medium
55,Female,76.3,1.73,196,158,65,1.08,768,Yoga,32,2.6,3,1,25.49,Obese,64.8,11.85185185,High
36,Male,95.8,1.86,193,129,65,1.37,972,HIIT,21.2,3.2,3,1,27.69,Obese,82.2,11.82481752,High
25,Male,120.6,1.83,179,120,51,1.04,686,Cardio,22.3,2.5,3,2,36.01,Overweight,62.4,10.99358974,High
18,Female,65.3,1.55,184,161,59,1.42,1143,Yoga,28.5,2.2,3,2,27.18,Obese,85.2,13.41549296,High
39,Male,85.3,1.89,163,140,61,0.77,593,Strength,27.6,3.6,2,1,23.88,Normal,46.2,12.83549784,Medium
34,Male,68,1.68,169,128,57,0.67,472,Cardio,25.8,3.4,2,1,24.09,Normal,40.2,11.74129353,Medium
24,Female,52.6,1.57,169,166,60,1.29,1071,HIIT,31.9,2.4,2,1,21.34,Normal,77.4,13.8372093,High
42,Male,63.3,1.77,183,134,59,1.32,876,HIIT,25.7,3.3,3,2,20.2,Normal,79.2,11.06060606,High
21,Female,76.3,1.65,180,154,62,1.14,878,Strength,31.8,1.7,3,2,28.03,Obese,68.4,12.83625731,High
53,Male,61,1.63,170,124,74,0.54,331,Cardio,20,3.4,3,1,22.96,Normal,32.4,10.21604938,Medium
23,Female,67.8,1.61,186,160,66,1.34,1072,HIIT,34.3,1.8,2,1,26.16,Obese,80.4,13.33333333,High
48,Male,114.9,1.86,175,141,56,1.36,949,Cardio,21.1,3.6,3,1,33.21,Overweight,81.6,11.62990196,High
36,Male,88,1.71,185,160,73,1.87,1646,HIIT,12,3.5,5,3,30.09,Overweight,112.2,14.67023173,High
56,Female,67.7,1.58,189,142,52,1.45,927,Strength,32.7,1.9,2,1,27.12,Obese,87,10.65517241,High
44,Male,124.8,1.85,175,126,69,1.35,842,Strength,24.4,3.5,4,2,36.46,Overweight,81,10.39506173,High
27,Female,53,1.58,166,142,62,1.26,895,Cardio,34.5,1.8,4,2,21.23,Normal,75.6,11.83862434,High
43,Male,61.2,1.88,175,163,68,1.03,831,Yoga,24.7,2.9,3,1,17.32,Underweight,61.8,13.44660194,High
36,Female,48.7,1.68,194,144,56,1.23,886,Yoga,33.7,1.6,3,1,17.25,Underweight,73.8,12.00542005,High
56,Female,50.6,1.7,175,146,58,1.29,848,Strength,33.1,2.3,2,1,17.51,Underweight,77.4,10.95607235,High
20,Female,72.6,1.73,199,160,68,1.27,1016,HIIT,34.8,2.5,3,2,24.26,Normal,76.2,13.33333333,High
30,Female,70.4,1.56,171,125,62,1.03,644,Yoga,34.3,2.4,4,2,28.93,Obese,61.8,10.42071197,High
45,Male,52.5,1.88,194,153,71,1.08,818,Strength,29,2.9,4,2,14.85,Underweight,64.8,12.62345679,High
37,Male,76.3,1.77,180,128,57,1.36,957,HIIT,27.3,2.1,4,2,24.35,Normal,81.6,11.72794118,High
45,Female,41.2,1.58,195,168,71,1.47,1111,HIIT,28.7,2.6,2,1,16.5,Underweight,88.2,12.59637188,High
25,Female,55.3,1.76,176,152,67,1.56,1186,Yoga,15.5,2.7,4,3,17.85,Underweight,93.6,12.67094017,High
58,Female,49.7,1.67,191,125,72,1.38,776,Strength,31.9,2.3,4,2,17.82,Underweight,82.8,9.371980676,High
56,Male,48.3,1.87,165,156,51,0.68,525,HIIT,29.8,3.3,3,1,13.81,Underweight,40.8,12.86764706,Medium
18,Male,83.2,1.96,183,150,67,1.83,1510,HIIT,13.6,3.5,4,3,21.66,Normal,109.8,13.75227687,High
20,Male,120.5,1.73,186,153,67,1.01,850,Cardio,29.3,3.4,3,2,40.26,Overweight,60.6,14.02640264,High
30,Male,121.6,2,179,160,60,1.24,1091,Cardio,28,3.3,4,2,30.4,Overweight,74.4,14.66397849,High
45,Female,73,1.75,184,148,50,1.14,759,Yoga,26.6,2,4,2,23.84,Normal,68.4,11.09649123,High
42,Female,57.5,1.67,161,133,63,1.76,1053,Cardio,16.2,2.7,5,3,20.62,Normal,105.6,9.971590909,High
50,Female,42.7,1.53,168,155,65,1.41,983,Strength,28.4,2.4,4,2,18.24,Underweight,84.6,11.61938534,High
55,Male,129.9,1.73,187,155,60,0.69,529,Yoga,21.7,3.1,3,1,43.4,Overweight,41.4,12.77777778,Medium
23,Male,108.6,1.92,197,134,50,0.89,656,Yoga,25.8,3.5,2,1,29.46,Obese,53.4,12.28464419,Medium
49,Male,88.6,2,162,127,56,1.83,1150,Cardio,14.9,3.5,4,3,22.15,Normal,109.8,10.47358834,High
38,Female,49.7,1.51,179,145,65,1.25,906,HIIT,32.6,2.5,3,1,21.8,Normal,75,12.08,High
33,Female,56.4,1.54,165,155,63,1.06,822,Strength,29.2,1.5,3,1,23.78,Normal,63.6,12.9245283,High
38,Male,46.9,1.74,198,167,64,1.03,946,Strength,20,2.6,4,2,15.49,Underweight,61.8,15.30744337,High
28,Female,71.3,1.67,192,140,63,1.46,1022,Strength,28.1,1.5,4,2,25.57,Obese,87.6,11.66666667,High
54,Male,71.6,1.86,160,147,70,1.14,830,Yoga,25.3,2.2,3,2,20.7,Normal,68.4,12.13450292,High
53,Male,82.3,1.61,196,123,60,1.87,1139,Strength,11.6,3.5,5,3,31.75,Overweight,112.2,10.15151515,High
52,Female,70.6,1.69,165,135,65,1.36,826,HIIT,26.1,2.2,3,1,24.72,Normal,81.6,10.12254902,High
36,Male,109.8,1.62,193,141,68,0.84,651,HIIT,24.4,3.5,3,1,41.84,Overweight,50.4,12.91666667,Medium
37,Female,73.5,1.69,174,131,66,0.54,354,Cardio,27.5,1.6,2,1,25.73,Obese,32.4,10.92592593,Medium
35,Male,85.6,1.85,185,135,55,1.78,1322,Strength,14.5,3.5,5,3,25.01,Obese,106.8,12.37827715,High
58,Female,74.6,1.68,173,159,60,1.03,737,Yoga,26,2,4,2,26.43,Obese,61.8,11.92556634,High
31,Female,63.2,1.8,166,157,66,0.59,463,Cardio,25.5,2.6,2,1,19.51,Normal,35.4,13.07909605,Medium
32,Female,62.6,1.63,190,161,58,1.67,1344,HIIT,15,2.7,5,3,23.56,Normal,100.2,13.41317365,High
48,Male,87.1,1.76,183,156,67,1.81,1398,Strength,11.6,3.5,5,3,28.12,Obese,108.6,12.87292818,High
18,Male,82.3,1.84,190,148,66,1.73,1408,HIIT,13.3,3.5,5,3,24.31,Normal,103.8,13.56454721,High
20,Female,64.3,1.78,188,137,61,1.71,1171,Cardio,18.7,2.7,4,3,20.29,Normal,102.6,11.41325536,High
33,Female,53.7,1.66,191,129,72,1.25,806,HIIT,29.5,2.5,3,1,19.49,Normal,75,10.74666667,High
40,Male,63,2,176,161,71,1.42,1257,Strength,26.8,2.9,4,2,15.75,Underweight,85.2,14.75352113,High
28,Male,128.4,1.86,173,158,71,1.06,921,Strength,23.6,3.3,4,2,37.11,Overweight,63.6,14.48113208,High
29,Male,88,1.89,199,137,54,1.75,1319,Cardio,13.3,3.5,5,3,24.64,Normal,105,12.56190476,High
27,Female,63.7,1.52,195,120,60,1.19,714,Strength,25.4,2.1,4,2,27.57,Obese,71.4,10,High
49,Male,83.7,1.87,183,158,53,1.29,1009,HIIT,23.9,2.3,4,2,23.94,Normal,77.4,13.03617571,High
33,Male,102.6,1.75,186,140,53,1.4,1078,HIIT,27.9,2.2,3,2,33.5,Overweight,84,12.83333333,High
25,Female,77.7,1.55,184,120,52,0.55,330,Yoga,33,1.7,2,1,32.34,Overweight,33,10,Medium
55,Male,87.5,1.88,191,134,73,1.19,789,Yoga,27.2,2.6,4,2,24.76,Normal,71.4,11.05042017,High
29,Male,87,1.86,177,123,72,1.52,1028,Yoga,11,3.5,4,3,25.15,Obese,91.2,11.27192982,High
41,Male,82.8,1.66,177,139,74,1.97,1355,HIIT,11.2,3.5,5,3,30.05,Overweight,118.2,11.46362098,High
45,Female,65.4,1.68,196,129,66,0.76,441,HIIT,35,2.6,3,1,23.17,Normal,45.6,9.671052632,Medium
25,Female,47.2,1.71,185,142,56,0.89,632,Cardio,26,2.5,2,1,16.14,Underweight,53.4,11.83520599,Medium
45,Female,58.2,1.7,168,160,53,0.95,684,Yoga,26.8,2,3,1,20.14,Normal,57,12,Medium
53,Female,73.5,1.55,194,153,72,1.17,806,HIIT,26.3,2.1,4,2,30.59,Overweight,70.2,11.48148148,High
43,Female,55.2,1.73,167,165,62,1.67,1240,Cardio,16.6,2.7,5,3,18.44,Underweight,100.2,12.3752495,High
25,Female,64.4,1.71,179,167,61,1.12,935,HIIT,27.1,1.8,3,1,22.02,Normal,67.2,13.91369048,High
45,Female,73.5,1.74,181,152,50,1.18,807,Cardio,30,2.3,4,2,24.28,Normal,70.8,11.39830508,High
45,Male,89.6,1.81,178,153,70,1.7,1287,Yoga,12.4,3.5,5,3,27.35,Obese,102,12.61764706,High
54,Male,86.5,1.76,189,158,68,1.48,1158,Yoga,29,3.4,3,2,27.92,Obese,88.8,13.04054054,High
58,Female,46.1,1.67,187,129,70,1.28,743,Yoga,25.3,1.8,4,2,16.53,Underweight,76.8,9.674479167,High
53,Male,68.5,1.97,194,139,69,1.3,894,HIIT,23.2,2.1,3,2,17.65,Underweight,78,11.46153846,High
44,Male,94.6,1.84,170,120,67,1.26,748,HIIT,26,3.1,4,2,27.94,Obese,75.6,9.894179894,High
34,Female,54.2,1.52,190,132,60,1.13,746,Cardio,31,2.2,3,1,23.46,Normal,67.8,11.00294985,High
26,Male,47.7,1.77,198,120,69,1.15,759,Strength,24.8,2.7,3,2,15.23,Underweight,69,11,High
50,Male,52.2,1.84,195,124,52,1.38,847,Strength,28.2,3.1,4,2,15.42,Underweight,82.8,10.2294686,High
37,Male,88.8,1.95,189,135,66,1.58,1173,Yoga,10.3,3.5,5,3,23.35,Normal,94.8,12.37341772,High
30,Male,101,1.68,182,134,61,1.46,1076,Strength,28.2,2.9,4,2,35.79,Overweight,87.6,12.28310502,High
45,Male,118.4,1.95,178,168,59,1.06,881,Yoga,24.9,2.4,3,2,31.14,Overweight,63.6,13.85220126,High
46,Female,47.9,1.72,171,147,57,1.41,933,Cardio,26.3,2,3,1,16.19,Underweight,84.6,11.02836879,High
30,Female,51.5,1.74,174,150,64,1.08,810,Strength,33.9,2,3,2,17.01,Underweight,64.8,12.5,High
52,Female,79.9,1.51,190,142,54,0.75,479,Strength,31.5,2.6,3,1,35.04,Overweight,45,10.64444444,Medium
23,Male,121.3,1.85,196,167,53,0.72,661,Yoga,21.6,3.6,2,1,35.44,Overweight,43.2,15.30092593,Medium
35,Female,78.9,1.64,196,164,70,1.28,1050,Cardio,25.3,2.6,4,2,29.34,Obese,76.8,13.671875,High
22,Male,88.5,1.62,174,162,69,1.88,1675,Strength,10.7,3.5,5,3,33.72,Overweight,112.8,14.84929078,High
42,Male,73.5,1.63,188,136,68,0.52,350,Strength,26.1,3.2,3,1,27.66,Obese,31.2,11.21794872,Medium
19,Male,127.9,1.93,185,168,70,1.27,1173,Strength,21.8,3,4,2,34.34,Overweight,76.2,15.39370079,High
27,Male,88.5,1.98,161,153,53,1.8,1515,Cardio,11.1,3.5,4,3,22.57,Normal,108,14.02777778,High
47,Female,43.4,1.62,179,132,64,0.51,303,Cardio,25.3,2.3,3,1,16.54,Underweight,30.6,9.901960784,Medium
22,Female,42.8,1.56,174,133,66,1.47,978,Strength,32.2,2.6,3,2,17.59,Underweight,88.2,11.08843537,High
50,Male,64.5,1.79,163,130,61,1.17,753,Yoga,28.1,2.4,4,2,20.13,Normal,70.2,10.72649573,High
18,Female,50.7,1.53,181,147,52,1.29,948,Yoga,33,2.1,3,2,21.66,Normal,77.4,12.24806202,High
35,Male,59.2,1.66,197,161,59,1.3,1151,Strength,21.3,3.2,3,1,21.48,Normal,78,14.75641026,High
49,Female,78.9,1.73,182,151,64,1.38,938,Cardio,34,2.3,2,1,26.36,Obese,82.8,11.32850242,High
28,Female,78.7,1.63,185,154,59,1.1,847,Strength,31.7,1.8,3,2,29.62,Obese,66,12.83333333,High
38,Male,68.7,1.92,170,150,73,1.31,1081,Cardio,29,3,4,2,18.64,Normal,78.6,13.75318066,High
43,Female,53.1,1.59,187,136,72,0.82,502,Strength,29.5,2.5,2,1,21,Normal,49.2,10.20325203,Medium
42,Male,64.8,1.65,161,166,67,1.1,904,Cardio,24.4,2.8,3,2,23.8,Normal,66,13.6969697,High
39,Female,50.3,1.61,167,128,50,1.17,749,HIIT,32.8,2.5,2,1,19.41,Normal,70.2,10.66951567,High
44,Male,102.3,1.63,188,129,52,1.34,856,Yoga,20.9,2.6,4,2,38.5,Overweight,80.4,10.64676617,High
30,Male,62.9,1.92,170,127,70,1.13,789,HIIT,25.2,3.6,2,1,17.06,Underweight,67.8,11.63716814,High
50,Female,56.5,1.6,196,140,61,1.88,1184,Yoga,19.2,2.7,5,3,22.07,Normal,112.8,10.4964539,High
51,Female,74.6,1.55,177,132,50,0.71,422,Cardio,33.3,2.1,2,1,31.05,Overweight,42.6,9.906103286,Medium
58,Male,52,1.79,173,169,52,1.12,937,HIIT,29.6,3,3,1,16.23,Underweight,67.2,13.94345238,High
52,Female,52.1,1.67,169,124,52,1.5,837,Yoga,32,1.5,2,1,18.68,Normal,90,9.3,High
18,Female,72.2,1.54,194,125,54,0.97,606,Strength,27.1,1.7,2,1,30.44,Overweight,58.2,10.41237113,Medium
38,Male,85.8,1.8,168,149,68,1.72,1410,Cardio,10.1,3.5,4,3,26.48,Obese,103.2,13.6627907,High
